	,
睃	俊
睄	瞧
睅	旱
睆	完
睈	呈
睉	坐
睊	絹
睋	我
睍	見
睒	炎
睓	典
睕	宛
睖	凌
睗	易
睘	環
睙	淚
睚	涯
睠	卷
睤	俾
睧	昏
睩	碌
睪	睾
睭	周
睮	喻
睰	若
睱	暇
睲	星
睳	奎
睶	春
睷	建
睸	眉
睺	侯
睻	宣
睼	是
瞀	婺
瞂	盾
瞃	盾
瞈	翁
瞊	唐
瞍	𥈟
瞏	目袁
瞓	訓
瞕	章
瞘	區
瞙	莫
瞚	寅
瞠	瞪
瞢	懵
瞦	喜
瞨	樸
瞫	覃
瞯	瞷
瞲	驚
瞵	粦
瞸	葉
瞹	曖
瞾	照
矀	微
矁	瞅
矄	熏
矅	翟
矆	獲
矈	矏
矋	矖
矌	曠
矐	霍
矒	懵
矓	朧
矔	貛
矙	瞰
矝	令
矟	肖
矠	昔
矡	矍
矤	射
矦	侯
矧	訠
矨	夭
矪	舟
矰	蹭
矱	獲
矴	丁
矵	石刂
矷	石
矹	兀
矼	石
砂	沙
砃	丹
砅	水
砆	夫
砇	玫
砈	厄
砊	亢
砋	石
砎	介
砏	分
砐	及
砑	石
砓	石
砕	碎
砘	屯
砙	石
砞	末
砟	乍
砠	且
砢	可
砣	𥓿
砦	寨
砩	弗
砪	母
砫	主
砬	立
砮	奴
砱	令
砲	炮
砳	石
砶	石
砹	艾
砼	全
硄	光
硆	合
硇	顖
硈	吉
硉	帚
硊	危
硋	亥
硌	各
硍	艮
硎	研
硐	同
硔	共
硜	踁
硞	告
硟	延
硠	良
硡	宏
硢	余
硣	孝
硦	弄
硧	埇
硨	車
硩	折
硪	我
硭	𥐞
硰	沙
硱	困
硲	谷
硶	岑
硸	岸
硹	松
硺	涿
硽	奄
硾	垂
硿	空
碁	棋
碂	宗
碃	青
碄	林
碆	波
碈	昏
碏	昔
碐	凌
碒	金
碔	武
碕	崎
碞	岩
碠	亭
碡	毒
碤	英
碥	扁
碦	客
碨	畏
碪	砧
碫	段
碬	假
碭	陽
碮	是
碲	帝
碸	風
碹	宣
碻	高
碿	屑
磀	逆
磂	留
磃	虒
磄	唐
磆	滑
磇	砒
磈	鬼
磉	桑
磌	真
磍	害
磎	奚
磏	兼
磑	豈
磓	追
磖	習
磜	祭
磝	敖
磞	崩
磟	翏
磠	鹵
磢	爽
磤	殷
磥	磊
磦	票
磧	責
磩	戚
磪	崔
磬	聲
磭	脣
磰	善
磲	渠
磳	曾
磶	寫
磷	粦
磸	奠
磹	覃
磼	集
磽	堯
礃	掌
礄	喬
礅	敦
礆	鹼
礇	奧
礈	遂
礉	皎
礌	雷
礍	葛
礓	僵
礔	辟
礕	辟
礝	需
礞	蒙
礟	炮
礠	慈
礣	蔑
礤	蔡
礧	儡
礨	儡
礭	霍
礮	炮
礱	𤮨
礳	磨
礴	礡
礵	霜
礶	罐
礹	岩
礿	和
祄	礻介
祅	礻夭
祇	只
祊	礻方
祋	股
祌	礻中
祏	礻石
祐	佑
祑	礻失
祒	礻召
祓	拔
祔	礻付
祕	秘
祗	只
祘	算
祙	礻未
祡	此
祤	礻羽
祧	礻兆
祩	礻朱
祪	礻危
祫	礻合
祬	礻至
祮	礻吉
祰	礻告
祱	礻兌
祳	礻辰
祴	礻戒
祵	礻困
祶	礻弟
祻	礻固
祽	礻卒
祾	凌
禂	禱
禃	礻直
禆	礻卑
禉	礻酋
禊	礻契
禐	礻爰
禑	礻禺
禒	喙
禖	礻某
禗	礻思
禘	礻帝
禞	礻高
禟	礻唐
禥	祺
禫	礻覃
禭	礻遂
禴	和
禸	雲
秂	人
秄	籽
秇	藝
秊	年
秌	秋
秎	分
秏	耗
秐	耘
秓	禾
秔	粳
秕	米
秖	禾
秗	夭
秙	古
秚	半
秛	禾
秜	尼
秞	由
秠	丕
秡	拔
秢	令
秥	占
秨	乍
秪	氐
秫	朮
秬	巨
秮	𥞸
秱	同
秲	寺
秳	𥞸
秴	合
秵	因
秶	次
秷	至
秸	皆
秹	任
秺	宅
秼	朱
秿	甫
稂	良
稃	孚
稄	俊
稇	困
稉	粳
稊	弟
稌	余
稒	固
稓	昔
稕	享
稖	剖
稘	期
稛	困
稝	朋
稞	果
稢	或
稤	京
稥	香
稧	契
稨	扁
稩	胃
稫	富
稬	糯
稭	皆
稯	粽
稰	胥
稲	稻
稴	兼
稶	彧
稸	畜
稺	稚
稾	稿
穁	茸
穂	穗
穄	祭
穅	糠
穉	稚
穊	既
穋	翏
穌	蘇
穏	穩
穐	秋
穓	異
穔	黃
穕	集
穙	樸
穛	焦
穜	童
穟	遂
穡	禾
穣	襄
穤	糯
穪	稱
穭	魯
穮	鏢
穰	襄
穱	爵
穵	穴
穸	穴
穻	于
穼	穴
穽	阱
穾	夭
窀	屯
窂	穴
窅	穴
窆	乏
窇	包
窉	丙
窊	穴
窋	出
窌	窖
窏	污
窐	圭
窓	窗
窔	交
窙	孝
窚	成
窞	焰
窟	忽
窢	或
窨	音
窫	契
窬	俞
窰	窯
窱	條
窲	料
窴	填
窵	鳥
窶	婁
窷	聊
窼	巢
窾	款
竁	喬
竆	窮
竈	灶
竌	立
竎	立
竐	立
竒	奇
竗	少
竘	句
竚	佇
竛	令
竜	龍
竝	並
竢	矣
竤	宏
竦	束
竨	卓
竩	宜
竪	豎
竬	禹
竮	屏
竰	厘
竲	曾
竳	登
竴	尊
竵	歪
竸	競
竻	勒
竼	凡
竾	篪
笀	亡
笁	竹
笅	竹
笇	卞
笉	勻
笍	內
笎	元
笐	亢
笒	岑
笓	篦
笖	以
笗	冬
笘	占
笚	甲
笜	出
笟	竹
笡	且
笢	民
笣	包
笤	召
笩	代
笪	撻
笮	責
笯	奴
笰	弗
笱	句
笲	辯
笴	可
笶	矢
笷	卯
笻	筇
笿	各
筀	圭
筁	曲
筂	池
筃	因
筄	兆
筅	先
筈	舌
筊	交
筋	斤
筎	如
筐	匡
筓	妍
筕	行
筗	仲
筘	扣
筙	來
筞	策
筟	孚
筡	余
筢	把
筣	利
筤	良
筥	呂
筦	管
筨	含
筩	筒
筪	匣
筬	成
筭	算
筯	箸
筰	作
筶	告
筸	旱
筻	更
箁	剖
箃	取
箄	卑
箅	俾
箇	個
箈	治
箉	拐
箊	於
箌	到
箎	篪
箑	倢
箒	帚
箖	籃
箙	服
箚	札
箛	箍
箜	空
箝	鉗
箞	卷
箟	昆
箠	搥
箣	刺
箤	籠
箥	波
箬	弱
箯	便
箰	筍
箲	洗
箳	帲
箴	針
箵	省
箶	胡
箷	施
箺	春
箻	律
箼	屋
箽	重
箾	燒
篂	星
篃	眉
篅	專
篈	封
篊	洪
篌	侯
篍	秋
篔	員
篕	蓋
篖	唐
篗	隻
篘	芻
篚	匪
篛	弱
篜	蒸
篠	筱
篢	槓
篣	旁
篥	栗
篧	確
篨	除
篭	籠
篰	簿
篲	彗
篴	笛
篶	焉
篹	撰
篻	票
篼	兜
篽	雨
簀	責
簁	篩
簃	移
簄	扈
簅	產
簆	寇
簈	帲
簉	造
簊	基
簎	措
簏	鹿
簑	草
簒	篡
簔	草
簕	勒
簘	簫
簙	博
簛	篩
簝	僚
簨	竹巽
簬	路
簲	脾
簳	幹
簶	祿
簹	當
簺	塞
簼	構
籀	籒
籂	篩
籄	簣
籅	與
籆	獲
籇	豪
籈	甄
籊	翟
籐	藤
籑	饌
籓	潘
籔	藪
籕	榴
籖	籤
籗	霍
籘	藤
籜	擇
籞	禦
籥	龠
籦	鐘
籧	據
籩	邊
籪	斷
籬	離
籯	贏
籰	矍
籵	米
籶	籸
籹	米
籺	乞
籿	米
粁	千
粃	米
粅	勿
粆	少
粇	粳
粈	丑
粊	米
粋	粹
粍	米
粎	米
粓	米
粔	巨
粖	末
粘	黏
粙	由
粛	肅
粞	西
粠	共
粡	同
粧	妝
粫	糯
粰	孚
粴	里
粸	其
粺	卑
糂	甚
糄	扁
糆	面
糈	胥
糉	粽
糋	前
糎	厘
糏	屑
糑	弱
糓	穀
糔	蚤
糛	堂
糝	撒
糡	強
糤	饊
糥	需
糦	喜
糨	強
糪	辟
糫	環
糭	粽
糱	櫱
糲	厲
糴	入米翟
糵	薛
糶	條
糺	糾
糿	絕
紖	引
紝	壬
紟	襟
紥	扎
紬	綢
紮	扎
紱	拔
紲	緤
紼	弗
絃	弦
絋	廣
経	經
絏	緤
絖	廣
絚	緪
絜	潔
絝	褲
絣	背
絥	伏
絪	氤
絰	至
絵	繪
絶	絕
綂	統
綃	肖
綆	更
綉	繡
綌	谷
綔	系
綞	垂
綤	邵
綫	線
綯	褲
綳	繃
総	總
緐	繁
緑	綠
緓	英
緔	尚
緖	緒
緙	革
緜	綿
緡	眠
緥	褓
緦	思
緱	侯
緳	潔
緶	便
縁	緣
縂	總
縏	般
縐	皺
縑	嫌
縕	蘊
縗	衰
縦	縱
縧	絛
縭	褵
縲	繩
縵	慢
縶	執
繅	繰
繈	襁
繊	砌
繋	繫
繍	繡
繖	傘
繙	翻
繛	素
繢	繪
繦	襁
繮	韁
繲	挫
繴	辟
繿	襤
纈	結
纉	纘
纊	廣
纍	累
纎	砌
纒	纏
纔	才
纛	翿
纟	糸
绦	縚
缷	卸
缹	罄
缻	罐
缾	瓶
缿	后
罁	缸
罃	罌
罇	樽
罋	簌
罎	罈
罓	刈
罘	孚
罙	目木
罛	目瓜
罜	目主
罞	目矛
罠	目民
罤	目弟
罥	羂
罦	目孚
罧	目林
罨	 up
罫	目卦
罭	目或
罯	 up
罱	目南
罳	目思
罶	羀
罸	罰
罺	目巢
罻	目尉
罿	目童
羃	目幕
羆	熊
羇	羈
羍	羊
羏	羊
羒	分
羓	巴
羕	永
羖	𦍩
羗	羌
羘	月羊
羙	美
羛	義
羝	牴
羠	夷
羢	戎
羣	群
羦	完
羧	俊
羫	空
羬	咸
羭	俞
羮	羹
羰	炭
羳	番
羴	羶
羺	需
羼	羶
羾	羽
翂	分
翄	翅
翆	翠
翇	拔
翈	甲
翉	本
翋	羽
翍	羽
翐	失
翑	句
翓	吉
翖	合
翗	多
翛	攸
翝	宏
翞	京
翢	周
翣	妾
翤	冊
翦	剪
翧	宣
翨	是
翭	侯
翯	高
翱	翺
翲	票
翳	悶
翷	粦
翽	歲
翾	環
耂	老
耇	考
耈	考
耉	考
耊	老
耎	而
耏	耐
耑	端
耒	來
耓	丁
耔	籽
耚	來
耝	且
耞	加
耟	巨
耠	合
耡	鋤
耤	藉
耥	尚
耨	鎒
耪	旁
耫	責
耬	婁
耮	勞
耯	獲
耰	憂
耱	磨
耲	壞
耴	尤
耵	丁
耺	云
耼	冉
聀	職
聃	冉
聅	耳
聇	正
聈	幼
聉	出
聎	兆
聏	耳
聐	吉
聑	耳
聕	告
聙	青
聛	卑
聜	空
聝	或
聟	婿
聡	聰
聤	亭
聥	禹
聦	聰
聧	癸
聫	聯
聬	翁
聭	鬼
聮	聯
聴	聽
聸	詹
聹	寧
聻	漸
聼	聽
肀	帚
肁	戶聿
肂	歹聿
肈	肇
肊	月乙
肍	月九
肎	肯
肐	胳
肑	月勺
肒	月丸
肔	月也
肕	韌
肗	月女
肙	絹
肜	彭
肣	月今
肦	月分
肧	胚
肨	月丰
肫	月屯
肬	月尤
肰	月犬
肳	吻
肵	月斤
肶	月比
肷	缺
肹	月兮
肻	肯
胂	月申
胄	胃
胅	月失
胇	月弗
胈	拔
胉	月白
胊	鸜
胋	月占
胍	月瓜
胐	月出
胑	肢
胒	月尼
胓	𦚓
胔	此月
胕	月付
胘	月玄
胙	月乍
胟	月母
胠	月去
胢	月可
胦	月央
胩	月卡
胬	奴月
胮	丰
胲	月亥
胵	月至
胷	胸
胹	月而
胻	月行
胼	腁
脀	丞月
脁	月兆
脃	脆
脄	月灰
脇	脅
脒	月米
脕	月免
脙	月求
脝	月亨
脞	月坐
脠	月延
脡	庭
脢	梅
脦	月忒
脧	俊
脨	月束
脪	月希
脬	胞
脭	月呈
脮	月妥
脲	月尿
脴	月否
脵	股
脹	漲
脺	月卒
脼	朗
脽	離
脿	月表
腂	月果
腃	月卷
腄	月垂
腅	月炎
腇	月委
腉	月兒
腍	淋
腒	月居
腖	東
腙	月宗
腚	月定
腛	月屋
腜	月某
腞	喙
腟	窒
腡	喎
腢	月禺
腣	月帝
腤	月音
腧	月俞
腨	專
腬	膩
腯	月盾
腲	月畏
腵	假
腶	月段
腷	富
膁	月兼
膂	旅月
膄	瘦
膅	月唐
膆	嗉
膋	僚
膌	月脊
膎	月奚
膐	旅月
膓	腸
膔	月鹿
膖	月逢
膗	月崔
膘	鏢
膙	月強
膟	月率
膡	月眷
膣	月窒
膧	月童
膫	僚
膬	喬
膯	月登
膰	月番
膲	月焦
膵	月萃
膸	髓
臁	月廉
臄	據
臅	月蜀
臇	纂
臈	臘
臋	殿月
臌	月鼓
臎	月翠
臏	髕
臐	月熏
臒	獲
臓	臟
臕	鏢
臖	興月
臙	胭
臚	顱
臛	月霍
臢	贊
臤	臣
臫	尤
臯	嚎
臰	臭
臲	臬
臵	各
臶	存
臸	至
臹	成
臺	台
臽	臼
臿	干臼
舁	輿
舃	舄
舎	捨
舑	冉
舓	舐
舕	炎
舖	鋪
舗	鋪
舘	館
舚	詹
舠	舟
舡	船
舥	巴
舦	艜
舧	凡
舩	船
舭	舟
舯	中
舲	令
舳	由
舶	帛
舼	共
舾	西
艀	孚
艁	告
艃	里
艄	肖
艅	余
艆	良
艊	帛
艌	念
艍	居
艎	皇
艑	扁
艒	冒
艕	旁
艖	差
艗	益
艚	曹
艟	童
艣	盧
艤	義
艧	獲
艨	蒙
艪	盧
艫	盧
艬	饞
艴	弗
艶	豔
艷	豔
艻	艹力
艼	艹丁
艽	几
艿	艹乃
芀	艹刀
芁	艹几
芄	艹丸
芅	艹弋
芆	艹叉
芇	艹巾
芉	艹干
艸	艹
藔	艹寮
芊	茜
芏	草
芐	艹下
芑	艹己
芔	卉
芕	草
芖	艹大
芘	蔽
芚	艹屯
芟	刈
芠	艹文
芢	艹仁
芤	艹孔
芧	艹予
芨	艹及
芶	句
芼	艹毛
芿	艹仍
苀	艹亢
苂	艹火
苃	艹友
苄	艹卞
苅	艹刈
苉	艹匹
苊	艹厄
苐	吊
苙	艹立
苚	艹用
苝	艹北
苠	艹民
苡	苢
苤	瞥
苨	艹尼
苩	艹白
苪	艹丙
苬	艹囚
苭	艹幼
苮	鮮
苰	艹弘
苲	艹乍
苳	艹冬
苴	菹
苵	艹失
苸	艹乎
苺	莓
苼	艹生
苽	菇
苾	艹必
苿	味
茆	茅
茇	拔
茈	柴
茊	艹丘
茋	艹氐
茓	艹穴
茖	艹各
茘	荔
茙	艹戎
茚	艹印
茛	艹艮
茝	艹臣
茞	艹臣
茟	艹聿
茠	薅
茡	艹字
茢	艹列
茤	艹多
茥	艹圭
茦	棘
茩	艹后
茪	艹光
茭	椒
茮	叔
茰	萸
茳	艹江
茷	艹伐
茺	艹充
茻	草
茽	艹仲
荂	花
荄	艹亥
荇	杏
荈	艹舛
荋	艹而
荌	艹安
荍	蕎
荎	艹至
荕	艹肋
荖	艹老
荗	艹戍
荘	莊
荰	艹杜
荱	艹尾
荲	艹里
荳	艹豆
荴	艹扶
荵	艹忍
荶	艹吟
荹	艹步
荺	艹均
荾	俊
荿	艹成
莀	農
莁	艹巫
莂	艹別
莃	艹希
莄	艹更
莆	蒲
莇	艹助
莈	艹沒
莋	艹作
莌	艹兌
莍	艹求
莏	艹抄
莐	沉
莔	艹囧
莕	艹杏
莙	艹君
莚	艹延
莛	庭
莜	條
莝	艹坐
莟	艹今
莡	草
莣	艹忘
莤	草
莦	艹肖
莩	艹孚
莬	艹免
莭	節
莮	艹男
莯	艹沐
莰	艹坎
莵	菟
莾	艹奔
莿	艹刺
菀	苑
菂	艹的
菃	渠
菆	艹取
菈	艹拉
菉	剝
菋	艹味
菍	艹念
菎	艹昆
菑	災
菒	艹杲
菓	果
菔	蔔
菗	艹抽
菝	蔽
菢	艹抱
菤	艹卷
菥	艹析
菦	艹近
菧	艹底
菨	艹妾
菪	艹宕
菬	艹沼
菭	艹治
菮	艹庚
菰	菇
菳	艹金
菴	庵
菵	艹罔
菶	艹奉
菷	艹帚
菸	煙
菺	艹肩
菻	麻
菼	艹炎
菾	艹忝
菿	艹到
萀	艹虎
萂	艹和
萅	春
萆	蔽
萉	艹肥
萋	艹妻
萏	焰
萐	倢
萓	艹宜
萔	艹招
萕	薺
萖	艹兒
萗	艹宗
萛	艹昇
萜	艹帖
萩	艹秋
萪	艹科
萮	艹俞
萰	艹柬
萲	萱
萳	艹南
萴	則
萶	艹春
萷	艹削
萺	艹冒
萻	艹音
萼	蕚
萿	艹活
葀	艹括
葁	薑
葂	艹勉
葃	艹昨
葅	艹俎
葇	艹柔
葊	艹弇
葌	奸
葍	富
葎	艹律
葏	艹津
葐	艹盆
葑	艹封
葓	艹洪
葔	艹侯
葕	艹衍
葖	艹突
葙	艹相
葚	砧
葞	艹弭
葟	艹皇
葠	艹侵
葢	蓋
葤	紂
葥	艹前
葧	艹勃
葨	艹畏
葮	艹段
葯	藥
葰	艹俊
葲	艹泉
葴	艹咸
葸	艹思
葹	艹施
葽	艹要
葾	艹怨
葿	艹眉
蒁	艹述
蒃	喙
蒄	艹冠
蒈	艹皆
蒍	蔿
蒎	艹派
蒑	艹殷
蒓	蓴
蒕	溫
蒖	艹真
蒚	粥
蒛	艹缺
蒠	艹息
蒢	艹除
蒣	艹徐
蒤	塗
蒥	艹留
蒩	艹租
蒫	艹差
蒬	艹冤
蒭	艹芻
蒮	確
蒰	艹般
蒱	艹捕
蒴	艹朔
蒵	艹奚
蒾	艹迷
蓃	搜
蓅	艹流
蓆	艹席
蓇	艹骨
蓈	艹郎
蓍	艹耆
蓎	艹唐
蓐	褥
蓑	草
蓔	美
蓕	艹桂
蓖	蔽
蓗	艹徒
蓚	艹修
蓡	薓
蓢	艹朗
蓧	艹條
蓪	艹通
蓫	艹逐
蓭	艹庵
蓰	艹徙
蓳	菫
蓵	艹捷
蓶	艹唯
蓷	艹推
蓸	艹曹
蓹	雨
蓺	藝
蔀	艹部
蔁	艹章
蔃	鏹
蔆	艹淩
蔇	艹既
蔈	艹票
蔊	艹焊
蔋	艹淑
蔌	嫩
蔍	艹鹿
蔏	艹商
蔐	適
蔒	艹焄
蔙	艹旋
蔛	艹斛
蔜	艹敖
蔝	咪
蔞	褸
蔟	艹族
蔠	艹終
蔢	艹婆
蔤	艹密
蔥	葱
蔧	艹彗
蔨	艹圈
蔩	艹寅
蔰	艹扈
蔲	艹寇
蔳	艹清
蔴	麻
蔵	藏
蔸	艹兜
蕀	艹棘
蕂	艹勝
蕋	蕊
蕌	儡
蕍	艹渝
蕐	華
蕒	買
蕔	艹報
蕜	艹悲
蕠	艹絮
蕢	簣
蕣	艹舜
蕥	艹雅
蕫	艹童
蕮	寫
蕵	艹餐
蕶	艹零
蕹	通
蕺	艹戢
蕼	四
薂	皎
薉	艹歲
薌	鄉
薒	艹粲
薕	艹廉
薗	園
薘	達
薝	艹詹
薟	斂
薡	艹鼎
薣	艹鼓
薥	艹蜀
薫	薰
薬	藥
薶	狸
薸	艹漂
薹	台
薼	艹塵
薽	艹甄
薿	艹疑
藂	叢
藄	艹綦
藇	𨣦
藈	艹睽
藋	艹翟
藌	艹蜜
藎	盡
藙	艹毅
藞	艹磊
藟	蘽
藡	艹適
藢	艹徵
藦	蘑
藨	鏢
藫	氵蕈
藭	艹窮
藮	艹樵
藯	艹慰
藶	歷
藷	薯
藼	艹憲
藽	艹親
蘀	擇
蘁	艹噩
蘂	蕊
蘌	艹禦
蘏	蘔
蘓	蘇
蘘	艹襄
蘙	悶
蘜	艹鞠
蘞	斂
蘤	花
蘥	和
蘦	靈
蘧	據
蘩	艹繁
蘪	艹麋
蘯	蕩
蘲	艹壘
蘴	灩
蘶	巍
蘹	艹懷
蘺	離
蘾	艹壞
虀	齏
虂	艹露
虆	艹纍
虋	艹釁
虌	鱉
虓	諕
虖	呼
虗	虛
虘	虍且
虙	虍必
虝	虎
虠	虎
虡	鉅
虢	虎
虣	暴
虤	虎
虨	虍彬
虪	虎
虭	虫刀
虰	虫丁
虳	虫勺
虵	蛇
虶	虫于
虷	虫干
虸	虫子
虺	奎
虻	虫亡
虼	虫乞
蚄	虫方
蚅	虫厄
蚆	虫巴
蚇	虫尺
蚉	文虫
蚋	芮
蚍	虫比
蚎	虫日
蚏	虫月
蚐	虫勻
蚑	虫支
蚒	虫丹
蚔	虫氏
蚖	螈
蚘	有
蚙	虫今
蚚	虫斤
蚛	虫中
蚞	虫木
蚟	虫王
蚠	分虫
蚡	虫分
蚢	虫亢
蚥	虫父
蚦	蚺
蚨	虫夫
蚫	虫包
蚭	虫尼
蚮	虫代
蚰	虫由
蚲	虫平
蚳	虫氐
蚷	虫巨
蚸	虫斥
蚹	虫付
蚻	札虫
蚼	虫句
蚽	虫丕
蚾	虫皮
蛁	虫召
蛂	拔
蛃	虫丙
蛄	瓜
蛅	虫占
蛈	虫失
蛌	虫瓜
蛍	螢
蛑	虫牟
蛒	虫各
蛓	之
蛕	虫有
蛗	𧌓
蛘	虫羊
蛚	虫列
蛜	虫伊
蛝	虫艮
蛡	虫羽
蛣	虫吉
蛥	虫多
蛦	虫夷
蛨	虫百
蛫	虫危
蛬	共虫
蛷	虫求
蛿	虫含
蜅	虫甫
蜋	螂
蜍	蠩
蜎	絹
蜏	虫秀
蜑	蛋
蜔	虫甸
蜙	虫松
蜚	飛
蜛	虫居
蜝	蜞
蜟	虫育
蜣	虫羌
蜤	析虫
蜧	淚
蜨	蝶
蜩	虫周
蜫	虫昆
蜬	虫函
蜭	焰
蜮	虫或
蜯	虫奉
蜰	肥虫
蜱	螵
蜲	虫委
蜳	虫享
蜶	蟀
蜹	虫芮
蜺	霓
蜼	離
蜾	虫果
蝂	虫版
蝃	螮
蝍	虫即
蝏	虫亭
蝐	虫冒
蝑	虫胥
蝒	虫面
蝔	虫皆
蝖	虫宣
蝘	偃
蝚	虫柔
蝛	虫威
蝝	喙
蝞	虫眉
蝤	虫酋
蝥	蟊
蝧	虫英
蝩	虫重
蝫	虫者
蝭	虫是
蝯	猿
蝰	虫奎
蝲	虫剌
蝳	虫毒
蝵	秋虫
蝹	婦
蝺	虫禹
蝻	虫南
蝿	蠅
螆	之
螇	虫奚
螉	虫翁
螊	虫兼
螋	搜
螌	般虫
螎	融
螏	虫疾
螑	虫臭
螓	虫秦
螔	虫虒
螖	虫骨
螗	螳
螘	蟻
螙	蠹
螚	能虫
螛	虫害
螝	虫鬼
螠	虫益
螡	蚊
螪	虫商
螬	虫曹
螯	鉗
螰	虫鹿
螲	虫窒
螸	欲虫
螼	菫
螾	蚓
螿	將
蟁	蚊
蟃	虫曼
蟅	虫庶
蟇	蟆
蟉	虫翏
蟍	虫梨
蟓	虫象
蟔	虫黑
蟕	嘴
蟖	虫斯
蟘	虫貸
蟚	蟛
蟝	虫渠
蟞	敝虫
蟟	僚
蟢	虫喜
蟤	虫巽
蟥	虫黃
蟨	厥虫
蟩	虫厥
蟪	虫惠
蟫	虫覃
蟭	虫焦
蟮	亶
蟯	堯
蟴	斯虫
蟺	虫亶
蟼	敬虫
蠁	鄉
蠂	虫葉
蠃	螺
蠉	環
蠎	蟒
蠏	蟹
蠐	齊
蠗	虫翟
蠘	虫截
蠛	虫蔑
蠝	儡
蠥	櫱
蠧	蠹
蠨	蕭
蠭	蜂
蠮	悶
蠰	虫襄
蠷	虫瞿
蠸	貛
蠾	虫屬
衁	亡
衂	衄
衃	不
衆	眾
衇	脈
衈	血
衉	各
衋	激
衏	元
衑	令
衒	炫
衕	同
衖	共
衘	銜
衚	胡
衜	道
衞	衛
衟	道
衦	衤干
衧	衤于
衭	衤夫
衯	衤分
衳	衤公
衵	衤日
衶	衤中
衸	衤介
衺	衣
衼	衤支
衽	任
衿	襟
袀	衤勻
袃	切
袇	衤丹
袉	衤它
袊	衤令
袌	包
袎	衤幼
袏	衤左
袐	秘
袑	衤召
袕	衤穴
袙	衤白
袚	拔
袛	衤氐
袝	衤付
袟	衤失
袠	失
袡	衤冉
袣	衤世
袦	衤出
袧	衤句
袨	衤玄
袩	衤占
袬	台
袲	多
袳	衤多
袴	褲
袵	衤任
袷	裌
袸	衤存
袹	衤百
袺	衤吉
袻	衤而
袼	衤各
袽	衤如
袾	衤朱
袿	衤圭
裀	衤因
裉	肯
裋	衤豆
裍	綑
裏	裡
裐	絹
裑	衤身
裒	鴄
裓	衤戒
裖	衤辰
裚	折
裛	邑
裞	衤兌
裠	裙
裧	衤炎
裩	衤昆
裬	凌
裭	衤虎
裮	衤昌
裯	衤周
裵	裴
裶	衤非
裷	衤卷
裺	衤奄
裻	叔
裼	衤易
裿	衤奇
褁	裹
褃	衤肯
褅	衤帝
褆	衤是
褈	衤重
褉	衤契
褊	衤扁
褍	專
褎	袖
褏	袖
褑	衤爰
褕	衤俞
褖	喙
褗	偃
褘	圍
褙	衤背
褞	婦
褟	溻
褡	塔
褢	懷
褣	衤容
褤	衤袁
褦	衤能
褧	耿
褨	衤差
褩	般
褬	衤桑
褯	衤席
褱	懷
褳	連
褷	衤徙
褺	褻
褽	尉
褾	衤票
褿	衤曹
襃	褒
襈	衤巽
襊	衤最
襋	衤棘
襍	雜
襎	衤番
襏	發
襐	衤象
襒	衤敝
襚	衤遂
襜	輦
襝	輦
襞	辟
襡	衤蜀
襢	袒
襣	衤鼻
襥	衤僕
襫	衤奭
襮	衤暴
襳	砌
襴	闌
襶	衤戴
襻	衤攀
襾	覆
覂	覆
覅	要
覇	霸
覈	核
覉	羈
覊	羈
覌	觀
覎	見
覐	覺
覔	覓
覘	耽
覙	覼
覚	覺
覡	巫
覥	靦
覧	覽
覩	睹
覰	覷
観	觀
覴	登
覵	覸
覿	賣
觔	斤
觕	粗
觗	角
觘	少
觙	及
觛	蛋
觜	嘴
觝	牴
觟	圭
觡	各
觤	危
觥	黃
觧	解
觨	汞
觩	求
觪	辛
觫	束
觬	兒
觭	奇
觰	者
觱	咸
觵	黃
觶	單
觺	疑
觾	燕
訆	叫
訇	揈
訒	刃
訔	言
訞	𧨶
訥	吶
訦	諶
訩	詾
訳	譯
訶	呵
証	證
訽	詬
詋	咒
詏	拗
詗	高
詘	出
詤	謊
詧	察
詨	狡
詵	駪
詶	酬
詻	咯
詿	圭
誄	來
誐	哦
誖	勃
誚	譙
誩	競
説	說
読	讀
誯	訁昌
誶	卒
誾	門
諁	啜
諅	其
諊	鞫
諌	諫
諐	侃
諑	涿
諝	胥
諞	扁
諠	喧
諡	謚
諤	讍
諩	譜
諵	喃
諼	暖
謌	歌
謕	啼
謡	謠
謩	莫
謭	譾
謱	嘍
謷	敖
謼	呼
謽	強
譀	訁敢
譁	嘩
譌	訛
譟	噪
譥	皎
譬	比
譱	善
譲	讓
譸	壽
讁	謫
讃	讚
讅	審
讆	讏
讋	龍
讌	宴
讎	仇
讐	仇
讘	囁
讙	歡
谸	千
谺	谷
谼	共
谽	含
谾	空
豀	奚
豂	翏
豃	敢
豇	豆
豍	卑
豏	兼
豑	灩
豒	豐
豓	豔
豗	兀豕
豘	豚
豙	立豕
豛	豕股
豜	豕妍
豝	豕巴
豞	豕句
豠	豕且
豣	豕妍
豤	豕艮
豥	豕亥
豦	劇豕
豧	豕甫
豨	豕希
豩	豕豕
豭	豬假
豯	豬奚
豱	豕温
豲	豕原
豳	豕山豕
豴	豕蹢
豶	豕賁
豷	豕一
豺	豸才
豻	豸干
豼	豸比
豽	豸內
豾	豸丕
豿	豸句
貀	豸出
貁	豸穴
貃	豸白
貄	豸聿
貇	豸艮
貈	豸舟
貊	貘
貋	豸旱
貍	狸
貏	豸卑
貐	豸俞
貑	豸假
貒	豸端
貕	豸奚
貖	豸益
